ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,DeliveryStatus
1094,1094,DHL,2025-12-24,2025-12-25,Delivered
1095,1095,DHL,2025-05-10,2025-05-11,Delivered
1096,1096,FedEx,2025-12-21,2025-12-27,In Transit
1097,1097,DHL,2025-03-12,2025-03-15,Delivered
1098,1098,DHL,2025-05-02,2025-05-06,In Transit
1099,1099,DHL,2025-09-16,2025-09-20,Delayed
1100,1100,DHL,2025-12-25,2026-01-01,Delivered
1101,1101,DHL,2025-04-23,2025-04-25,Delivered
1102,1102,FedEx,2025-08-02,2025-08-09,In Transit
1103,1103,DHL,2025-09-18,2025-09-21,Delayed
1104,1104,DHL,2025-11-14,2025-11-20,Delayed
1105,1105,UPS,2025-08-23,2025-08-28,In Transit
1106,1106,UPS,2025-10-08,2025-10-13,Delivered
1107,1107,UPS,2025-03-12,2025-03-15,Delayed
1108,1108,FedEx,2025-12-26,2025-12-31,In Transit
1109,1109,UPS,2025-07-11,2025-07-18,Delivered
1110,1110,FedEx,2025-02-19,2025-02-26,In Transit
1111,1111,USPS,2025-12-31,2026-01-02,Delayed
1112,1112,UPS,2025-10-02,2025-10-06,In Transit
1113,1113,UPS,2025-04-21,2025-04-28,In Transit
1114,1114,UPS,2025-06-26,2025-07-01,Delayed
1115,1115,UPS,2025-12-02,2025-12-07,Delivered
1116,1116,UPS,2025-06-16,2025-06-22,Delayed
1117,1117,FedEx,2025-01-23,2025-01-25,In Transit
1118,1118,DHL,2025-06-13,2025-06-18,In Transit
1119,1119,DHL,2025-06-28,2025-07-04,In Transit
1120,1120,UPS,2025-01-26,2025-01-29,In Transit
1121,1121,USPS,2025-05-19,2025-05-21,In Transit
1122,1122,FedEx,2025-12-20,2025-12-24,In Transit
1123,1123,DHL,2025-04-15,2025-04-19,In Transit
1124,1124,USPS,2025-04-03,2025-04-10,Delayed
1125,1125,FedEx,2025-01-29,2025-02-04,In Transit
1126,1126,DHL,2025-09-16,2025-09-19,Delivered
1127,1127,USPS,2025-04-22,2025-04-28,Delayed
1128,1128,UPS,2025-01-08,2025-01-11,Delivered
1129,1129,FedEx,2025-08-10,2025-08-14,Delayed
1130,1130,FedEx,2025-02-05,2025-02-06,Delayed
1131,1131,DHL,2025-05-13,2025-05-18,Delivered
1132,1132,FedEx,2025-09-18,2025-09-21,Delivered
1133,1133,DHL,2025-07-18,2025-07-21,Delivered
1134,1134,FedEx,2025-09-23,2025-09-26,Delayed
1135,1135,UPS,2025-09-06,2025-09-13,Delivered
1136,1136,USPS,2025-08-19,2025-08-24,In Transit
1137,1137,UPS,2025-02-27,2025-03-04,Delayed
1138,1138,UPS,2025-07-07,2025-07-13,In Transit
1139,1139,UPS,2025-12-13,2025-12-18,Delayed
1140,1140,UPS,2025-04-15,2025-04-19,Delayed
1141,1141,DHL,2025-04-05,2025-04-08,In Transit
1142,1142,DHL,2025-12-29,2026-01-03,Delayed
1143,1143,FedEx,2025-07-08,2025-07-12,Delivered
1144,1144,DHL,2025-10-26,2025-10-29,Delivered
1145,1145,FedEx,2025-12-29,2026-01-05,In Transit
1146,1146,UPS,2025-09-19,2025-09-20,Delayed
1147,1147,UPS,2025-11-02,2025-11-09,Delivered
1148,1148,UPS,2025-07-30,2025-08-03,In Transit
1149,1149,UPS,2025-07-26,2025-07-29,Delivered
1150,1150,USPS,2025-07-16,2025-07-21,Delivered
1151,1151,USPS,2025-08-23,2025-08-29,Delivered
1152,1152,UPS,2025-04-24,2025-04-29,Delayed
1153,1153,USPS,2025-11-19,2025-11-21,In Transit
1154,1154,UPS,2025-02-28,2025-03-06,In Transit
1155,1155,UPS,2025-12-18,2025-12-25,Delivered
1156,1156,DHL,2025-06-08,2025-06-09,In Transit
1157,1157,FedEx,2025-11-13,2025-11-18,Delayed
1158,1158,USPS,2025-11-29,2025-12-04,In Transit
1159,1159,UPS,2025-04-27,2025-04-30,In Transit
1160,1160,DHL,2025-12-31,2026-01-05,Delayed
1161,1161,FedEx,2025-12-13,2025-12-20,Delayed
1162,1162,FedEx,2025-12-28,2026-01-03,In Transit
1163,1163,USPS,2025-12-27,2025-12-28,In Transit
1164,1164,USPS,2025-08-16,2025-08-20,Delayed
1165,1165,DHL,2025-05-06,2025-05-07,Delivered
1166,1166,USPS,2025-02-19,2025-02-24,In Transit
1167,1167,FedEx,2025-12-17,2025-12-23,Delayed
1168,1168,UPS,2025-01-24,2025-01-29,Delayed
1169,1169,USPS,2025-06-30,2025-07-02,In Transit
1170,1170,UPS,2025-12-07,2025-12-08,Delivered
1171,1171,USPS,2025-04-01,2025-04-06,Delayed
1172,1172,UPS,2025-10-11,2025-10-14,In Transit
1173,1173,USPS,2025-05-22,2025-05-25,Delayed
1174,1174,FedEx,2025-10-17,2025-10-20,Delivered
1175,1175,UPS,2025-11-10,2025-11-13,In Transit
1176,1176,USPS,2025-04-08,2025-04-14,Delayed
1177,1177,UPS,2025-05-13,2025-05-16,In Transit
1178,1178,UPS,2025-03-19,2025-03-26,Delivered
1179,1179,DHL,2025-01-18,2025-01-22,Delivered
1180,1180,DHL,2025-07-25,2025-07-30,Delivered
1181,1181,FedEx,2025-08-25,2025-08-27,Delivered
1182,1182,FedEx,2025-07-02,2025-07-09,Delivered
1183,1183,FedEx,2025-03-19,2025-03-24,In Transit
1184,1184,DHL,2025-07-06,2025-07-07,Delayed
1185,1185,DHL,2025-02-21,2025-02-25,Delivered
1186,1186,USPS,2025-09-19,2025-09-24,Delivered
1187,1187,UPS,2025-12-04,2025-12-06,Delivered
1188,1188,FedEx,2025-09-04,2025-09-06,Delivered
1189,1189,USPS,2025-10-16,2025-10-18,In Transit
1190,1190,DHL,2025-05-08,2025-05-14,In Transit
1191,1191,USPS,2025-03-03,2025-03-08,In Transit
1192,1192,UPS,2025-09-12,2025-09-15,Delivered
1193,1193,USPS,2025-08-28,2025-09-04,In Transit
1194,1194,FedEx,2025-08-08,2025-08-09,In Transit
1195,1195,USPS,2025-01-07,2025-01-11,Delivered
1196,1196,FedEx,2025-02-16,2025-02-20,In Transit
1197,1197,USPS,2025-09-20,2025-09-24,In Transit
1198,1198,USPS,2025-10-30,2025-11-04,Delivered
1199,1199,UPS,2025-02-24,2025-02-28,In Transit
1200,1200,FedEx,2025-06-11,2025-06-18,Delayed
1201,1201,DHL,2025-12-28,2025-12-31,Delivered
1202,1202,USPS,2025-05-23,2025-05-28,Delayed
1203,1203,FedEx,2025-11-15,2025-11-21,Delayed
1204,1204,FedEx,2025-03-04,2025-03-09,Delayed
1205,1205,USPS,2025-09-12,2025-09-19,In Transit
1206,1206,FedEx,2025-06-09,2025-06-10,Delayed
1207,1207,USPS,2025-01-29,2025-01-31,Delayed
1208,1208,FedEx,2025-01-19,2025-01-22,Delayed
1209,1209,UPS,2025-11-26,2025-11-28,Delivered
1210,1210,FedEx,2025-03-11,2025-03-17,Delayed
1211,1211,UPS,2025-11-19,2025-11-24,In Transit
1212,1212,DHL,2025-03-25,2025-04-01,In Transit
1213,1213,DHL,2025-12-13,2025-12-17,Delayed
1214,1214,USPS,2025-06-18,2025-06-20,Delayed
1215,1215,USPS,2025-03-31,2025-04-07,In Transit
1216,1216,DHL,2025-09-01,2025-09-05,Delivered
1217,1217,UPS,2025-01-20,2025-01-26,Delivered
1218,1218,UPS,2025-08-05,2025-08-08,In Transit
1219,1219,UPS,2025-07-21,2025-07-24,Delivered
1220,1220,DHL,2025-06-03,2025-06-07,In Transit
1221,1221,DHL,2025-03-26,2025-03-30,Delayed
1222,1222,UPS,2025-02-23,2025-02-27,Delayed
1223,1223,USPS,2025-04-26,2025-04-28,In Transit
1224,1224,FedEx,2025-05-11,2025-05-17,Delayed
1225,1225,FedEx,2025-04-25,2025-04-28,Delivered
1226,1226,FedEx,2025-04-27,2025-04-30,In Transit
1227,1227,DHL,2025-12-12,2025-12-13,Delivered
1228,1228,UPS,2025-12-29,2026-01-05,In Transit
1229,1229,USPS,2025-02-08,2025-02-11,Delayed
1230,1230,FedEx,2025-07-16,2025-07-23,Delivered
1231,1231,DHL,2025-01-09,2025-01-12,Delivered
1232,1232,DHL,2025-06-20,2025-06-24,In Transit
1233,1233,DHL,2025-03-05,2025-03-09,In Transit
1234,1234,UPS,2025-04-06,2025-04-10,Delivered
1235,1235,UPS,2025-06-14,2025-06-18,Delayed
1236,1236,UPS,2025-03-23,2025-03-29,Delayed
1237,1237,DHL,2025-09-08,2025-09-12,In Transit
1238,1238,FedEx,2025-08-29,2025-09-04,Delivered
1239,1239,USPS,2025-11-16,2025-11-18,Delayed
1240,1240,USPS,2025-09-02,2025-09-05,Delayed
1241,1241,FedEx,2025-01-26,2025-01-28,Delivered
1242,1242,UPS,2025-11-20,2025-11-22,Delayed
1243,1243,USPS,2025-07-12,2025-07-13,Delayed
1244,1244,DHL,2025-07-29,2025-08-04,Delayed
1245,1245,DHL,2025-10-12,2025-10-18,Delayed
1246,1246,UPS,2025-08-06,2025-08-08,In Transit
1247,1247,DHL,2025-10-07,2025-10-12,Delayed
1248,1248,USPS,2025-02-12,2025-02-17,In Transit
1249,1249,USPS,2025-08-24,2025-08-26,Delivered
1250,1250,UPS,2025-10-30,2025-11-02,In Transit
1251,1251,FedEx,2025-08-16,2025-08-17,Delayed
1252,1252,FedEx,2025-04-08,2025-04-13,Delivered
1253,1253,FedEx,2025-03-31,2025-04-02,Delayed
1254,1254,USPS,2025-01-07,2025-01-11,In Transit
1255,1255,UPS,2025-01-22,2025-01-26,In Transit
1256,1256,DHL,2025-03-25,2025-03-27,In Transit
1257,1257,DHL,2025-11-20,2025-11-24,Delayed
1258,1258,FedEx,2025-04-02,2025-04-08,Delayed
1259,1259,UPS,2025-02-12,2025-02-13,Delivered
1260,1260,USPS,2025-12-28,2026-01-03,Delayed
1261,1261,FedEx,2025-03-17,2025-03-19,In Transit
1262,1262,FedEx,2025-02-03,2025-02-10,Delivered
1263,1263,FedEx,2025-08-19,2025-08-24,Delivered
1264,1264,UPS,2025-08-31,2025-09-05,Delivered
1265,1265,USPS,2025-09-24,2025-09-27,Delivered
1266,1266,USPS,2025-11-10,2025-11-17,In Transit
1267,1267,DHL,2025-03-11,2025-03-15,Delivered
1268,1268,USPS,2025-12-06,2025-12-08,In Transit
1269,1269,FedEx,2025-01-20,2025-01-27,Delayed
1270,1270,FedEx,2025-08-14,2025-08-19,Delayed
1271,1271,UPS,2025-05-01,2025-05-06,In Transit
1272,1272,USPS,2025-10-11,2025-10-14,Delayed
1273,1273,USPS,2025-12-29,2026-01-04,Delivered
1274,1274,UPS,2025-03-29,2025-04-03,Delivered
1275,1275,UPS,2025-01-21,2025-01-28,In Transit
1276,1276,FedEx,2025-02-04,2025-02-11,Delivered
1277,1277,USPS,2025-08-13,2025-08-19,In Transit
1278,1278,USPS,2025-12-03,2025-12-05,Delayed
1279,1279,FedEx,2025-04-30,2025-05-04,Delivered
1280,1280,USPS,2025-12-29,2026-01-01,Delayed
1281,1281,UPS,2025-02-19,2025-02-20,Delayed
1282,1282,DHL,2025-06-28,2025-07-04,Delayed
1283,1283,UPS,2025-10-01,2025-10-03,Delayed
1284,1284,FedEx,2025-05-01,2025-05-05,Delivered
1285,1285,FedEx,2025-08-08,2025-08-11,Delayed
1286,1286,FedEx,2025-10-03,2025-10-09,In Transit
1287,1287,UPS,2025-10-10,2025-10-14,In Transit
1288,1288,USPS,2025-08-05,2025-08-10,Delivered
1289,1289,UPS,2025-11-16,2025-11-20,In Transit
1290,1290,USPS,2025-07-24,2025-07-28,Delayed
1291,1291,DHL,2025-07-28,2025-08-02,Delivered
1292,1292,DHL,2025-09-08,2025-09-15,Delivered
1293,1293,USPS,2025-05-08,2025-05-11,In Transit
1294,1294,USPS,2025-10-09,2025-10-13,Delivered
1295,1295,USPS,2025-08-26,2025-08-29,Delayed
1296,1296,USPS,2025-04-30,2025-05-07,Delayed
1297,1297,UPS,2025-12-24,2025-12-30,Delivered
1298,1298,UPS,2025-11-08,2025-11-12,Delivered
1299,1299,FedEx,2025-09-04,2025-09-10,Delayed
1300,1300,DHL,2025-12-19,2025-12-20,Delivered
1301,1301,DHL,2025-05-21,2025-05-24,Delayed
1302,1302,UPS,2025-09-11,2025-09-18,Delayed
1303,1303,USPS,2025-02-24,2025-03-01,Delayed
1304,1304,USPS,2025-06-05,2025-06-11,In Transit
1305,1305,FedEx,2025-08-22,2025-08-27,Delayed
1306,1306,DHL,2025-04-10,2025-04-12,In Transit
1307,1307,UPS,2025-04-08,2025-04-10,In Transit
1308,1308,UPS,2025-07-08,2025-07-15,Delayed
1309,1309,USPS,2025-03-17,2025-03-19,In Transit
1310,1310,FedEx,2025-08-27,2025-09-02,Delayed
1311,1311,USPS,2025-07-14,2025-07-16,Delivered
1312,1312,USPS,2025-12-31,2026-01-05,In Transit
1313,1313,FedEx,2025-03-01,2025-03-08,Delayed
1314,1314,FedEx,2025-08-10,2025-08-13,Delivered
1315,1315,DHL,2025-07-27,2025-07-28,In Transit
1316,1316,DHL,2025-09-18,2025-09-24,Delivered
1317,1317,UPS,2025-07-24,2025-07-28,In Transit
1318,1318,UPS,2025-08-25,2025-08-31,Delayed
1319,1319,FedEx,2025-10-27,2025-11-01,Delivered
1320,1320,DHL,2025-09-12,2025-09-15,Delayed
1321,1321,USPS,2025-03-26,2025-03-28,In Transit
1322,1322,UPS,2025-11-21,2025-11-28,In Transit
1323,1323,FedEx,2025-02-07,2025-02-09,In Transit
1324,1324,UPS,2025-07-14,2025-07-17,Delivered
1325,1325,DHL,2025-06-26,2025-07-02,Delivered
1326,1326,USPS,2025-12-23,2025-12-27,In Transit
1327,1327,UPS,2025-04-13,2025-04-15,Delayed
1328,1328,DHL,2025-02-02,2025-02-03,Delayed
1329,1329,DHL,2025-04-02,2025-04-04,Delayed
1330,1330,USPS,2025-06-09,2025-06-15,In Transit
1331,1331,UPS,2025-04-10,2025-04-12,Delayed
1332,1332,DHL,2025-11-20,2025-11-24,Delayed
1333,1333,UPS,2025-11-27,2025-12-01,Delayed
1334,1334,DHL,2025-01-21,2025-01-27,In Transit
1335,1335,DHL,2025-06-28,2025-07-04,Delayed
1336,1336,USPS,2025-02-02,2025-02-09,In Transit
1337,1337,FedEx,2025-04-23,2025-04-24,In Transit
1338,1338,USPS,2025-08-20,2025-08-22,In Transit
1339,1339,FedEx,2025-01-15,2025-01-19,Delayed
1340,1340,USPS,2025-03-14,2025-03-21,In Transit
1341,1341,FedEx,2025-04-07,2025-04-10,Delayed
1342,1342,DHL,2025-10-13,2025-10-14,In Transit
1343,1343,USPS,2025-12-07,2025-12-14,In Transit
1344,1344,USPS,2025-09-26,2025-09-29,Delayed
1345,1345,DHL,2025-12-14,2025-12-20,Delivered
1346,1346,DHL,2025-01-07,2025-01-10,Delivered
1347,1347,USPS,2025-10-03,2025-10-10,In Transit
1348,1348,UPS,2025-06-06,2025-06-09,Delayed
1349,1349,FedEx,2025-04-25,2025-04-26,Delayed
1350,1350,DHL,2025-02-15,2025-02-20,In Transit
1351,1351,UPS,2025-02-27,2025-03-06,In Transit
1352,1352,USPS,2025-10-20,2025-10-27,Delayed
1353,1353,USPS,2025-08-22,2025-08-29,In Transit
1354,1354,UPS,2025-12-31,2026-01-01,Delivered
1355,1355,UPS,2025-08-19,2025-08-24,Delivered
1356,1356,FedEx,2025-04-03,2025-04-05,In Transit
1357,1357,DHL,2025-09-13,2025-09-14,Delayed
1358,1358,UPS,2025-12-17,2025-12-19,Delivered
1359,1359,USPS,2025-03-08,2025-03-10,Delayed
1360,1360,USPS,2025-02-15,2025-02-20,Delayed
1361,1361,DHL,2025-06-19,2025-06-21,In Transit
1362,1362,DHL,2025-03-06,2025-03-08,In Transit
1363,1363,FedEx,2025-05-08,2025-05-14,Delivered
1364,1364,USPS,2025-04-06,2025-04-10,Delayed
1365,1365,DHL,2025-07-05,2025-07-12,Delayed
1366,1366,USPS,2025-03-12,2025-03-13,Delayed
1367,1367,FedEx,2025-07-22,2025-07-27,Delivered
1368,1368,UPS,2025-03-16,2025-03-23,Delivered
1369,1369,FedEx,2025-12-16,2025-12-20,Delayed
1370,1370,DHL,2025-04-19,2025-04-23,Delayed
1371,1371,FedEx,2025-07-16,2025-07-18,In Transit
1372,1372,UPS,2025-08-23,2025-08-29,In Transit
1373,1373,DHL,2025-12-21,2025-12-27,In Transit
1374,1374,DHL,2025-02-24,2025-02-25,In Transit
1375,1375,USPS,2025-04-17,2025-04-19,In Transit
1376,1376,USPS,2025-08-26,2025-08-29,Delivered
1377,1377,USPS,2025-08-15,2025-08-20,Delayed
1378,1378,FedEx,2025-01-03,2025-01-09,In Transit
1379,1379,USPS,2025-08-05,2025-08-08,In Transit
1380,1380,FedEx,2025-12-30,2026-01-06,Delayed
1381,1381,UPS,2025-03-13,2025-03-14,Delayed
1382,1382,UPS,2025-06-28,2025-07-03,Delayed
1383,1383,FedEx,2025-02-07,2025-02-14,Delayed
1384,1384,DHL,2025-05-05,2025-05-09,In Transit
1385,1385,FedEx,2025-08-22,2025-08-23,In Transit
1386,1386,FedEx,2025-04-22,2025-04-27,Delivered
1387,1387,FedEx,2025-05-31,2025-06-05,Delayed
1388,1388,DHL,2025-08-28,2025-08-29,In Transit
1389,1389,UPS,2025-11-21,2025-11-24,In Transit
1390,1390,FedEx,2025-11-13,2025-11-19,In Transit
1391,1391,USPS,2025-11-27,2025-11-30,Delayed
1392,1392,USPS,2025-08-01,2025-08-03,Delayed
1393,1393,DHL,2025-10-07,2025-10-12,In Transit
1394,1394,UPS,2025-04-04,2025-04-06,In Transit
1395,1395,UPS,2025-01-17,2025-01-22,In Transit
1396,1396,USPS,2025-09-09,2025-09-13,In Transit
1397,1397,UPS,2025-06-05,2025-06-11,In Transit
1398,1398,DHL,2025-02-02,2025-02-09,Delayed
1399,1399,FedEx,2025-10-09,2025-10-11,Delayed
1400,1400,FedEx,2025-04-14,2025-04-18,In Transit
1401,1401,UPS,2025-03-10,2025-03-15,Delayed
1402,1402,UPS,2025-01-28,2025-02-02,Delayed
1403,1403,USPS,2025-04-25,2025-05-01,In Transit
1404,1404,USPS,2025-05-17,2025-05-24,Delivered
1405,1405,FedEx,2025-09-20,2025-09-26,In Transit
1406,1406,UPS,2025-04-23,2025-04-29,Delivered
1407,1407,USPS,2025-01-28,2025-02-03,Delayed
1408,1408,DHL,2025-01-04,2025-01-09,Delayed
1409,1409,DHL,2025-05-04,2025-05-08,Delayed
1410,1410,FedEx,2025-09-24,2025-09-29,Delivered
1411,1411,USPS,2025-11-04,2025-11-10,Delayed
1412,1412,DHL,2025-07-31,2025-08-02,Delayed
1413,1413,FedEx,2025-12-23,2025-12-27,Delayed
1414,1414,DHL,2025-06-14,2025-06-15,Delivered
1415,1415,USPS,2025-05-16,2025-05-21,Delayed
1416,1416,DHL,2025-11-06,2025-11-11,Delivered
1417,1417,USPS,2025-07-19,2025-07-22,Delayed
1418,1418,USPS,2025-02-07,2025-02-14,Delivered
1419,1419,FedEx,2025-07-29,2025-07-30,Delivered
1420,1420,UPS,2025-07-01,2025-07-02,In Transit
1421,1421,FedEx,2025-10-13,2025-10-14,In Transit
1422,1422,FedEx,2025-08-13,2025-08-19,Delayed
1423,1423,USPS,2025-07-09,2025-07-13,Delayed
1424,1424,USPS,2025-11-03,2025-11-07,In Transit
1425,1425,USPS,2025-04-10,2025-04-12,In Transit
1426,1426,UPS,2025-12-07,2025-12-11,Delivered
1427,1427,UPS,2025-01-03,2025-01-07,In Transit
1428,1428,FedEx,2025-03-16,2025-03-20,In Transit
1429,1429,DHL,2025-04-03,2025-04-07,Delivered
1430,1430,FedEx,2025-07-01,2025-07-02,In Transit
1431,1431,FedEx,2025-11-04,2025-11-09,Delivered
1432,1432,FedEx,2025-08-29,2025-09-05,Delayed
1433,1433,FedEx,2025-02-18,2025-02-23,Delivered
1434,1434,DHL,2025-09-21,2025-09-22,Delayed
1435,1435,DHL,2025-04-27,2025-04-28,In Transit
1436,1436,USPS,2025-07-30,2025-08-01,Delayed
1437,1437,USPS,2025-05-10,2025-05-12,Delayed
1438,1438,USPS,2025-02-03,2025-02-04,Delayed
1439,1439,FedEx,2025-09-13,2025-09-18,Delayed
1440,1440,DHL,2025-05-04,2025-05-09,In Transit
1441,1441,UPS,2025-03-19,2025-03-25,Delayed
1442,1442,DHL,2025-02-04,2025-02-05,Delivered
1443,1443,USPS,2025-11-22,2025-11-26,In Transit
1444,1444,UPS,2025-10-14,2025-10-16,Delayed
1445,1445,USPS,2025-05-16,2025-05-17,Delivered
1446,1446,USPS,2025-03-05,2025-03-08,Delayed
1447,1447,FedEx,2025-08-27,2025-08-30,In Transit
1448,1448,DHL,2025-11-19,2025-11-21,Delayed
1449,1449,USPS,2025-12-19,2025-12-26,Delivered
1450,1450,DHL,2025-10-05,2025-10-12,In Transit
1451,1451,UPS,2025-07-05,2025-07-11,Delivered
1452,1452,UPS,2025-02-24,2025-03-01,Delayed
1453,1453,UPS,2025-12-03,2025-12-10,In Transit
1454,1454,FedEx,2025-01-15,2025-01-20,Delivered
1455,1455,DHL,2025-12-30,2026-01-01,Delayed
1456,1456,DHL,2025-05-04,2025-05-07,In Transit
1457,1457,FedEx,2025-06-28,2025-06-29,Delayed
1458,1458,DHL,2025-07-19,2025-07-23,In Transit
1459,1459,UPS,2025-08-25,2025-08-30,Delayed
1460,1460,FedEx,2025-06-15,2025-06-18,In Transit
1461,1461,USPS,2025-08-13,2025-08-19,Delayed
1462,1462,USPS,2025-01-25,2025-01-30,Delayed
1463,1463,USPS,2025-01-15,2025-01-20,In Transit
1464,1464,FedEx,2025-10-07,2025-10-12,Delayed
1465,1465,UPS,2025-11-12,2025-11-16,In Transit
1466,1466,DHL,2025-05-12,2025-05-17,Delayed
1467,1467,UPS,2025-12-01,2025-12-03,In Transit
1468,1468,UPS,2025-01-18,2025-01-25,Delayed
1469,1469,USPS,2025-04-09,2025-04-13,Delayed
1470,1470,DHL,2025-05-28,2025-05-30,In Transit
1471,1471,FedEx,2025-06-11,2025-06-15,Delayed
1472,1472,FedEx,2025-08-15,2025-08-19,In Transit
1473,1473,FedEx,2025-03-31,2025-04-07,Delivered
1474,1474,DHL,2025-06-06,2025-06-11,Delayed
1475,1475,UPS,2025-05-28,2025-06-01,In Transit
1476,1476,UPS,2025-02-05,2025-02-10,Delivered
1477,1477,UPS,2025-05-02,2025-05-07,Delivered
1478,1478,UPS,2025-08-15,2025-08-21,Delayed
1479,1479,FedEx,2025-03-06,2025-03-09,In Transit
1480,1480,UPS,2025-09-08,2025-09-14,Delayed
1481,1481,USPS,2025-02-13,2025-02-16,Delayed
1482,1482,USPS,2025-03-29,2025-04-04,In Transit
1483,1483,FedEx,2025-08-07,2025-08-08,Delayed
1484,1484,DHL,2025-01-31,2025-02-07,Delivered
1485,1485,USPS,2025-10-17,2025-10-21,Delayed
1486,1486,UPS,2025-10-19,2025-10-22,In Transit
1487,1487,FedEx,2025-05-23,2025-05-30,Delivered
1488,1488,USPS,2025-12-05,2025-12-08,Delivered
1489,1489,FedEx,2025-10-17,2025-10-22,In Transit
1490,1490,USPS,2025-05-09,2025-05-12,Delayed
1491,1491,USPS,2025-05-10,2025-05-11,Delayed
1492,1492,DHL,2025-07-16,2025-07-23,Delayed
1493,1493,DHL,2025-07-06,2025-07-09,Delivered
1494,1494,USPS,2025-06-24,2025-07-01,Delayed
1495,1495,FedEx,2025-09-12,2025-09-14,In Transit
1496,1496,FedEx,2025-07-29,2025-07-31,Delayed
1497,1497,UPS,2025-05-16,2025-05-17,Delivered
1498,1498,DHL,2025-06-30,2025-07-05,Delivered
1499,1499,FedEx,2025-07-11,2025-07-17,Delivered
1500,1500,USPS,2025-12-08,2025-12-15,Delivered
1501,1501,USPS,2025-04-13,2025-04-15,Delivered
1502,1502,UPS,2025-12-31,2026-01-02,Delayed
1503,1503,UPS,2025-05-29,2025-06-05,In Transit
1504,1504,FedEx,2025-01-19,2025-01-22,Delivered
1505,1505,DHL,2025-05-04,2025-05-09,Delayed
1506,1506,DHL,2025-09-01,2025-09-04,In Transit
1507,1507,USPS,2025-10-13,2025-10-17,Delayed
1508,1508,FedEx,2025-01-31,2025-02-02,Delivered
1509,1509,DHL,2025-09-19,2025-09-25,In Transit
1510,1510,USPS,2025-04-11,2025-04-16,In Transit
1511,1511,USPS,2025-02-25,2025-03-04,In Transit
1512,1512,FedEx,2025-12-22,2025-12-25,Delayed
1513,1513,UPS,2025-09-17,2025-09-24,Delivered
1514,1514,USPS,2025-08-29,2025-09-05,Delivered
1515,1515,DHL,2025-09-03,2025-09-07,In Transit
1516,1516,UPS,2025-07-06,2025-07-12,In Transit
1517,1517,UPS,2025-02-28,2025-03-07,In Transit
1518,1518,FedEx,2025-01-09,2025-01-15,Delayed
1519,1519,UPS,2025-05-20,2025-05-23,Delivered
1520,1520,FedEx,2025-03-09,2025-03-14,Delivered
1521,1521,USPS,2025-03-15,2025-03-16,In Transit
1522,1522,DHL,2025-09-19,2025-09-23,In Transit
1523,1523,USPS,2025-12-01,2025-12-04,Delivered
1524,1524,FedEx,2025-09-06,2025-09-08,Delivered
1525,1525,DHL,2025-01-27,2025-02-02,Delivered
1526,1526,USPS,2025-04-10,2025-04-12,In Transit
1527,1527,USPS,2025-02-22,2025-02-25,Delivered
1528,1528,USPS,2025-08-13,2025-08-19,Delayed
1529,1529,USPS,2025-08-01,2025-08-07,In Transit
1530,1530,USPS,2025-11-18,2025-11-21,In Transit
1531,1531,USPS,2025-10-18,2025-10-20,Delayed
1532,1532,DHL,2025-09-21,2025-09-27,Delivered
1533,1533,FedEx,2025-03-09,2025-03-14,Delivered
1534,1534,FedEx,2025-12-03,2025-12-05,In Transit
1535,1535,USPS,2025-04-19,2025-04-23,Delayed
1536,1536,UPS,2025-06-01,2025-06-04,In Transit
1537,1537,FedEx,2025-09-16,2025-09-20,Delivered
1538,1538,UPS,2025-05-16,2025-05-22,In Transit
1539,1539,FedEx,2025-10-31,2025-11-03,In Transit
1540,1540,DHL,2025-12-04,2025-12-11,Delayed
1541,1541,UPS,2025-11-20,2025-11-21,Delivered
1542,1542,USPS,2025-05-25,2025-05-29,In Transit
1543,1543,UPS,2025-12-02,2025-12-04,Delivered
1544,1544,DHL,2025-10-07,2025-10-11,Delayed
1545,1545,UPS,2025-08-08,2025-08-09,Delayed
1546,1546,USPS,2025-07-02,2025-07-09,Delivered
1547,1547,DHL,2025-07-15,2025-07-20,Delivered
1548,1548,UPS,2025-08-03,2025-08-05,In Transit
1549,1549,UPS,2025-08-19,2025-08-23,Delivered
1550,1550,FedEx,2025-11-28,2025-12-03,In Transit
1551,1551,UPS,2025-11-23,2025-11-25,Delayed
1552,1552,DHL,2025-07-08,2025-07-11,In Transit
1553,1553,FedEx,2025-06-01,2025-06-07,Delayed
1554,1554,FedEx,2025-08-01,2025-08-06,In Transit
1555,1555,USPS,2025-12-13,2025-12-16,Delayed
1556,1556,UPS,2025-02-05,2025-02-09,In Transit
1557,1557,FedEx,2025-12-02,2025-12-07,Delayed
1558,1558,DHL,2025-05-04,2025-05-07,Delayed
1559,1559,USPS,2025-07-06,2025-07-12,Delivered
1560,1560,UPS,2025-05-27,2025-05-29,In Transit
1561,1561,FedEx,2025-10-16,2025-10-23,In Transit
1562,1562,FedEx,2025-04-11,2025-04-16,Delayed
1563,1563,FedEx,2025-05-13,2025-05-14,Delivered
1564,1564,USPS,2025-12-27,2025-12-31,In Transit
1565,1565,DHL,2025-10-10,2025-10-15,Delivered
1566,1566,FedEx,2025-03-08,2025-03-11,Delayed
1567,1567,FedEx,2025-02-10,2025-02-15,Delivered
1568,1568,DHL,2025-06-04,2025-06-06,Delivered
1569,1569,USPS,2025-09-21,2025-09-25,In Transit
1570,1570,FedEx,2025-05-29,2025-06-03,In Transit
