PaymentID,OrderID,Method,Amount,PaymentStatus
769,769,Visa,5953.86,Paid
770,770,UPI,2370.25,Paid
771,771,UPI,1622.07,Paid
772,772,Visa,5975.43,Paid
773,773,Visa,7477.41,Paid
774,774,UPI,3133.46,Refunded
775,775,PayPal,1282.48,Paid
776,776,Mastercard,14075.04,Paid
777,777,Mastercard,1595.15,Paid
778,778,UPI,52.47,Paid
779,779,Visa,10821.97,Paid
780,780,UPI,10790.06,Refunded
781,781,Mastercard,4124.49,Paid
782,782,Gift Card,320.09,Refunded
783,783,PayPal,3913.41,Refunded
784,784,Visa,10486.68,Paid
785,785,PayPal,203.14,Paid
786,786,Gift Card,4789.06,Paid
787,787,Visa,7038.81,Refunded
788,788,Visa,2470.31,Paid
789,789,UPI,8562.32,Paid
790,790,Mastercard,27.53,Paid
791,791,PayPal,14804.65,Paid
792,792,UPI,5383.13,Paid
793,793,Visa,11960.91,Refunded
794,794,Mastercard,3050.18,Paid
795,795,Mastercard,17687.63,Refunded
796,796,PayPal,1520.58,Paid
797,797,PayPal,4056.67,Paid
798,798,Visa,9171.65,Paid
799,799,Visa,2122.94,Refunded
800,800,Mastercard,9722.88,Paid
801,801,Mastercard,625.49,Paid
802,802,Gift Card,9190.27,Paid
803,803,PayPal,14430.07,Refunded
804,804,UPI,5203.39,Refunded
805,805,Mastercard,4004.61,Paid
806,806,UPI,8591.55,Paid
807,807,UPI,7443.49,Paid
808,808,Mastercard,587.48,Refunded
809,809,PayPal,7131.81,Paid
810,810,UPI,6895.18,Paid
811,811,PayPal,6210.43,Paid
812,812,UPI,5248.26,Paid
813,813,Mastercard,8992.65,Paid
814,814,Gift Card,1735.35,Paid
815,815,Gift Card,8583.11,Paid
816,816,Visa,8549.75,Paid
817,817,PayPal,9554.13,Refunded
818,818,Gift Card,564.29,Paid
819,819,Mastercard,12335.02,Paid
820,820,Visa,5017.31,Paid
821,821,UPI,7110.97,Paid
822,822,PayPal,2044.11,Paid
823,823,PayPal,7915.65,Paid
824,824,PayPal,1986.09,Paid
825,825,Gift Card,5967.17,Paid
826,826,Mastercard,2995.88,Refunded
827,827,Gift Card,6039.03,Paid
828,828,Gift Card,3198.25,Paid
829,829,PayPal,1227.93,Refunded
830,830,UPI,7883.24,Paid
831,831,Visa,394.19,Paid
832,832,PayPal,1414.79,Refunded
833,833,UPI,7394.45,Paid
834,834,Gift Card,7292.74,Refunded
835,835,UPI,9046.94,Paid
836,836,Visa,8153.71,Paid
837,837,PayPal,5216.46,Paid
838,838,UPI,4547.19,Refunded
839,839,PayPal,12646.75,Paid
840,840,Mastercard,3548.33,Refunded
841,841,Visa,6205.62,Paid
842,842,UPI,14035.07,Paid
843,843,PayPal,6678.18,Paid
844,844,Gift Card,988.92,Refunded
845,845,Visa,4036.76,Paid
846,846,Mastercard,6318.21,Paid
847,847,PayPal,3595.4,Paid
848,848,PayPal,1602.68,Paid
849,849,Visa,6508.28,Paid
850,850,PayPal,16607.15,Refunded
851,851,Mastercard,357.09,Paid
852,852,Gift Card,196.95,Paid
853,853,Visa,5801.63,Paid
854,854,UPI,3969.4,Paid
855,855,PayPal,1167.47,Paid
856,856,UPI,2535.05,Refunded
857,857,Mastercard,2872.74,Paid
858,858,Mastercard,11309.94,Paid
859,859,Mastercard,963.35,Paid
860,860,Visa,2155.64,Paid
861,861,PayPal,5168.98,Paid
862,862,Gift Card,5956.56,Paid
863,863,PayPal,7636.53,Refunded
864,864,Mastercard,6472.55,Paid
865,865,Mastercard,3688.15,Paid
866,866,PayPal,11395.83,Refunded
867,867,Mastercard,4787.15,Refunded
868,868,Gift Card,9368.14,Refunded
869,869,PayPal,8087.34,Paid
870,870,PayPal,9667.92,Paid
871,871,Gift Card,17831.29,Paid
872,872,Mastercard,13108.47,Refunded
873,873,PayPal,13179.77,Paid
874,874,Visa,11382.62,Refunded
875,875,UPI,5443.16,Paid
876,876,Gift Card,8256,Paid
877,877,PayPal,6154.52,Paid
878,878,PayPal,4462.35,Paid
879,879,Visa,5333.93,Paid
880,880,Mastercard,3618.73,Paid
881,881,Visa,16748.35,Paid
882,882,PayPal,6981.42,Paid
883,883,Visa,2097.55,Paid
884,884,UPI,10280.61,Paid
885,885,Mastercard,4003.6,Paid
886,886,PayPal,11931.92,Paid
887,887,Gift Card,1213.88,Paid
888,888,Gift Card,503.95,Paid
889,889,Visa,9278.39,Refunded
890,890,Visa,4707.12,Paid
891,891,UPI,7510.94,Refunded
892,892,PayPal,13434.74,Paid
893,893,Visa,1206.24,Refunded
894,894,Gift Card,10043.23,Paid
895,895,Mastercard,2948.69,Paid
896,896,Visa,6597.75,Paid
897,897,Gift Card,6947.13,Refunded
898,898,Mastercard,5551.57,Paid
899,899,Visa,2455.89,Paid
900,900,PayPal,12214.19,Paid
901,901,UPI,2087.9,Paid
902,902,PayPal,1009.78,Paid
903,903,Visa,3178.98,Paid
904,904,PayPal,4957.74,Paid
905,905,Gift Card,5388.65,Paid
906,906,PayPal,3788.7,Paid
907,907,Mastercard,3591.39,Paid
908,908,Visa,4802.66,Paid
909,909,Gift Card,6310.64,Paid
910,910,Mastercard,5977.7,Paid
911,911,Mastercard,11691.77,Paid
912,912,Visa,327.28,Paid
913,913,Mastercard,10129.11,Paid
914,914,Visa,4226.83,Paid
915,915,Mastercard,288.33,Paid
916,916,Visa,13369.05,Paid
917,917,Visa,11823.73,Paid
918,918,Gift Card,10920.06,Paid
919,919,Mastercard,1477.71,Refunded
920,920,PayPal,4013.25,Paid
921,921,Visa,8922.91,Refunded
922,922,Gift Card,385.55,Paid
923,923,PayPal,7874.27,Paid
924,924,Visa,1531.2,Paid
925,925,PayPal,4221.69,Paid
926,926,Visa,4361.6,Paid
927,927,Mastercard,11652.41,Paid
928,928,Gift Card,6933.49,Paid
929,929,UPI,2911.68,Refunded
930,930,UPI,7636.5,Refunded
931,931,Gift Card,1723.15,Paid
932,932,Visa,5577.91,Refunded
933,933,PayPal,8175.41,Refunded
934,934,UPI,6896.27,Paid
935,935,UPI,7398,Paid
936,936,UPI,10025.52,Paid
937,937,Gift Card,13914.93,Paid
938,938,PayPal,8279.28,Paid
939,939,Gift Card,11049.29,Refunded
940,940,UPI,1171.79,Paid
941,941,Visa,305.19,Paid
942,942,Visa,7376.75,Paid
943,943,Mastercard,781.21,Refunded
944,944,UPI,6785.47,Refunded
945,945,Gift Card,5584.33,Paid
946,946,Gift Card,14057.95,Paid
947,947,Visa,3936.35,Paid
948,948,UPI,4723.86,Paid
949,949,Mastercard,4289.78,Paid
950,950,Gift Card,9276.79,Refunded
951,951,Mastercard,4149.39,Paid
952,952,Visa,344.22,Paid
953,953,PayPal,13392.47,Paid
954,954,Mastercard,4391.11,Paid
955,955,PayPal,11719.2,Paid
956,956,UPI,8701.03,Paid
957,957,PayPal,7484.99,Paid
958,958,Mastercard,5614.23,Paid
959,959,PayPal,9641.9,Paid
960,960,UPI,9948.42,Paid
961,961,PayPal,3398.07,Paid
962,962,Mastercard,14651.26,Paid
963,963,Mastercard,6961.35,Refunded
964,964,Gift Card,2491.45,Paid
965,965,UPI,1354.4,Paid
966,966,Gift Card,9633.44,Paid
967,967,UPI,8079.05,Paid
968,968,Mastercard,7172.26,Paid
969,969,Mastercard,3912.85,Paid
970,970,Mastercard,3768.81,Paid
971,971,Gift Card,4557.61,Paid
972,972,Mastercard,10152.78,Paid
973,973,PayPal,8931.25,Refunded
974,974,Mastercard,6786.98,Paid
975,975,PayPal,3033.04,Refunded
976,976,Gift Card,3882.13,Paid
977,977,Gift Card,1493.66,Paid
978,978,Mastercard,12081.41,Refunded
979,979,Gift Card,4369.7,Paid
980,980,Gift Card,2578.78,Paid
981,981,Visa,8262.96,Paid
982,982,Gift Card,8207.24,Paid
983,983,Visa,4772.91,Refunded
984,984,Gift Card,2487.77,Paid
985,985,Visa,1065.51,Refunded
986,986,PayPal,6023.06,Paid
987,987,PayPal,8726.56,Paid
988,988,Mastercard,6123.09,Paid
989,989,UPI,7084.69,Paid
990,990,Mastercard,1255.79,Refunded
991,991,Mastercard,14726.08,Refunded
992,992,UPI,15783.75,Paid
993,993,Mastercard,2361.93,Paid
994,994,Mastercard,6201.04,Paid
995,995,Gift Card,744.84,Paid
996,996,PayPal,8408.8,Paid
997,997,Mastercard,5380.19,Paid
998,998,Mastercard,12206.69,Paid
999,999,Gift Card,11219.8,Paid
1000,1000,Visa,106.69,Refunded
1001,1001,PayPal,4211.96,Paid
1002,1002,PayPal,12629.44,Paid
1003,1003,Mastercard,4741.73,Refunded
1004,1004,Mastercard,5987.73,Refunded
1005,1005,UPI,13441.47,Paid
1006,1006,Visa,5304.46,Paid
1007,1007,UPI,16678.88,Paid
1008,1008,UPI,9018.07,Paid
1009,1009,PayPal,1552.28,Paid
1010,1010,PayPal,4279.5,Paid
1011,1011,Mastercard,5598.12,Paid
1012,1012,Visa,3016.56,Paid
1013,1013,Visa,3466.11,Paid
1014,1014,PayPal,7506.73,Paid
1015,1015,UPI,3405.86,Paid
1016,1016,PayPal,13462.79,Paid
1017,1017,Visa,2849.82,Paid
1018,1018,UPI,3958.42,Refunded
1019,1019,Gift Card,8590.96,Paid
1020,1020,UPI,7003.21,Paid
1021,1021,Gift Card,5950.93,Paid
1022,1022,PayPal,5500.62,Paid
1023,1023,Visa,11080.62,Paid
1024,1024,Mastercard,7408,Paid
1025,1025,Visa,10947.36,Paid
1026,1026,Visa,2152.17,Refunded
1027,1027,Gift Card,5132.3,Refunded
1028,1028,Gift Card,9585.92,Paid
1029,1029,Gift Card,7332.69,Paid
1030,1030,UPI,7140.46,Paid
1031,1031,UPI,2023.16,Paid
1032,1032,PayPal,7957.87,Paid
1033,1033,Mastercard,7480.98,Refunded
1034,1034,PayPal,434.13,Paid
1035,1035,UPI,17374.44,Refunded
1036,1036,UPI,5731.76,Paid
1037,1037,Mastercard,10226.1,Paid
1038,1038,Mastercard,7415.23,Paid
1039,1039,UPI,81.69,Refunded
1040,1040,Mastercard,3127.58,Paid
1041,1041,Gift Card,5569.5,Paid
1042,1042,Visa,5816.86,Paid
1043,1043,Visa,7623.42,Paid
1044,1044,UPI,4362.23,Paid
1045,1045,PayPal,10078.31,Paid
1046,1046,Mastercard,5383.12,Paid
1047,1047,Visa,656.36,Paid
1048,1048,PayPal,5299.61,Paid
1049,1049,PayPal,2204.26,Refunded
1050,1050,PayPal,1355.93,Refunded
1051,1051,Visa,5550.99,Paid
1052,1052,Gift Card,9260.77,Refunded
1053,1053,PayPal,4601.37,Paid
1054,1054,Gift Card,2986.48,Paid
1055,1055,Gift Card,633.95,Paid
1056,1056,Gift Card,5245.8,Paid
1057,1057,PayPal,724.29,Paid
1058,1058,Gift Card,10522.47,Paid
1059,1059,Mastercard,4764.52,Paid
1060,1060,Mastercard,2372.5,Paid
1061,1061,Visa,15274.06,Paid
1062,1062,UPI,7923.8,Paid
1063,1063,Gift Card,3845.4,Paid
1064,1064,UPI,6174.3,Paid
1065,1065,PayPal,7994.93,Paid
1066,1066,Mastercard,934.19,Paid
1067,1067,PayPal,6261.65,Paid
1068,1068,PayPal,7270.03,Paid
1069,1069,Visa,7950.13,Paid
1070,1070,Visa,12283.62,Paid
1071,1071,Mastercard,7420.99,Paid
1072,1072,Mastercard,1265.53,Paid
1073,1073,Gift Card,8799.93,Paid
1074,1074,Visa,2222.6,Paid
1075,1075,Gift Card,6337.21,Paid
1076,1076,PayPal,9142.31,Paid
1077,1077,Visa,9009.92,Paid
1078,1078,Mastercard,10828.38,Paid
1079,1079,PayPal,6043.35,Refunded
1080,1080,Gift Card,3946.9,Paid
1081,1081,UPI,4140.85,Paid
1082,1082,Gift Card,8925.06,Refunded
1083,1083,UPI,8887.76,Paid
1084,1084,Gift Card,11824.97,Paid
1085,1085,Gift Card,2753.04,Refunded
1086,1086,Mastercard,6850.08,Paid
1087,1087,UPI,6922.93,Paid
1088,1088,PayPal,11480.46,Paid
1089,1089,Visa,5710.18,Paid
1090,1090,Visa,9660.84,Paid
1091,1091,Gift Card,1084.72,Paid
1092,1092,Mastercard,13921.69,Paid
1093,1093,Gift Card,17503.31,Paid
1094,1094,UPI,10516.67,Paid
1095,1095,Mastercard,8280.68,Paid
1096,1096,Gift Card,2120.44,Refunded
1097,1097,Gift Card,1354.32,Paid
1098,1098,Visa,1461.49,Paid
1099,1099,Mastercard,8805.46,Paid
1100,1100,Mastercard,7012,Refunded
1101,1101,Mastercard,5320.8,Refunded
1102,1102,PayPal,124.82,Paid
1103,1103,PayPal,15926.48,Refunded
1104,1104,Visa,1315.3,Paid
1105,1105,Gift Card,604.02,Paid
1106,1106,Gift Card,7571.25,Paid
1107,1107,UPI,12030.61,Paid
1108,1108,Visa,10212.31,Paid
1109,1109,Gift Card,2599.23,Paid
1110,1110,Mastercard,11090.68,Paid
1111,1111,UPI,4942.4,Paid
1112,1112,UPI,4505.51,Paid
1113,1113,Gift Card,7749.66,Paid
1114,1114,UPI,10197.83,Paid
1115,1115,UPI,7281.3,Paid
1116,1116,Mastercard,1313.16,Paid
1117,1117,PayPal,10965.78,Paid
1118,1118,Gift Card,4150.95,Paid
1119,1119,Gift Card,8878.42,Paid
1120,1120,UPI,8151.76,Refunded
1121,1121,Mastercard,6591.96,Paid
1122,1122,Gift Card,2006.03,Refunded
1123,1123,Visa,4613.12,Refunded
1124,1124,Visa,7926.77,Paid
1125,1125,Visa,10833.07,Paid
1126,1126,PayPal,11868.72,Paid
1127,1127,UPI,6901.78,Paid
1128,1128,PayPal,3852.98,Paid
1129,1129,PayPal,832.01,Refunded
1130,1130,Gift Card,2181.15,Refunded
1131,1131,UPI,2108.14,Paid
1132,1132,Visa,7372.15,Paid
1133,1133,Gift Card,8516.81,Paid
1134,1134,Mastercard,3832.41,Paid
1135,1135,Mastercard,3192.01,Paid
1136,1136,Mastercard,13191.71,Paid
1137,1137,Mastercard,13641.18,Paid
1138,1138,Visa,12976.27,Paid
1139,1139,Gift Card,2100.54,Paid
1140,1140,Gift Card,9870.23,Paid
1141,1141,Mastercard,3087.02,Refunded
1142,1142,Gift Card,10884.55,Paid
1143,1143,Gift Card,6771.52,Refunded
1144,1144,UPI,8097.02,Paid
1145,1145,Mastercard,588.91,Refunded
1146,1146,Mastercard,8108.89,Refunded
1147,1147,Visa,7055.67,Refunded
1148,1148,PayPal,12943.69,Refunded
1149,1149,PayPal,1193.38,Paid
1150,1150,UPI,453.59,Paid
1151,1151,PayPal,6283.96,Paid
1152,1152,Mastercard,2450.63,Paid
1153,1153,UPI,7202.7,Paid
1154,1154,UPI,12693.36,Refunded
1155,1155,Visa,9319.73,Refunded
1156,1156,Gift Card,3938.94,Paid
1157,1157,Gift Card,18139.91,Paid
1158,1158,Mastercard,5291.96,Paid
1159,1159,PayPal,7059.28,Paid
1160,1160,Mastercard,683.29,Refunded
1161,1161,UPI,911.54,Paid
1162,1162,Mastercard,7269.16,Paid
1163,1163,UPI,6713.08,Paid
1164,1164,Visa,3233.59,Paid
1165,1165,Mastercard,4538.67,Paid
1166,1166,Visa,10770.33,Paid
1167,1167,Mastercard,10017.98,Paid
1168,1168,UPI,1601.83,Paid
1169,1169,Mastercard,16939.5,Paid
1170,1170,Gift Card,9562.2,Paid
1171,1171,PayPal,3825.05,Paid
1172,1172,Visa,5082.75,Paid
1173,1173,Visa,6787.3,Paid
1174,1174,Mastercard,10536.53,Paid
1175,1175,UPI,10897.86,Paid
1176,1176,Mastercard,4835.9,Paid
1177,1177,Gift Card,4357.19,Paid
1178,1178,Mastercard,5772,Paid
1179,1179,Mastercard,6396.1,Paid
1180,1180,Visa,12474.32,Paid
1181,1181,Mastercard,10729.17,Paid
1182,1182,UPI,5004.31,Paid
1183,1183,PayPal,5742.64,Paid
1184,1184,UPI,7783.19,Refunded
1185,1185,Mastercard,3776.46,Paid
1186,1186,Gift Card,4234.12,Paid
1187,1187,UPI,11331.08,Paid
1188,1188,Gift Card,7886.46,Paid
1189,1189,Mastercard,5259.1,Paid
1190,1190,Gift Card,9756.93,Paid
1191,1191,Gift Card,9982.97,Paid
1192,1192,Visa,6647.31,Paid
1193,1193,Gift Card,1941.82,Refunded
1194,1194,PayPal,9181.47,Paid
1195,1195,Visa,7451.7,Refunded
1196,1196,PayPal,374.51,Refunded
1197,1197,UPI,3275.56,Refunded
1198,1198,Visa,1185.81,Refunded
1199,1199,Gift Card,7503.54,Refunded
1200,1200,UPI,2121.72,Paid
1201,1201,Gift Card,1361.47,Refunded
1202,1202,Visa,14830.18,Paid
1203,1203,PayPal,3697.96,Paid
1204,1204,Visa,11882.77,Paid
1205,1205,Mastercard,9703.48,Paid
1206,1206,Visa,3765.76,Refunded
1207,1207,PayPal,7274.38,Paid
1208,1208,Visa,4781.8,Paid
1209,1209,Visa,10216.31,Refunded
1210,1210,PayPal,947.98,Paid
1211,1211,Gift Card,6490.81,Paid
1212,1212,Visa,12250.67,Paid
1213,1213,PayPal,3906.04,Refunded
1214,1214,PayPal,11636.77,Paid
1215,1215,UPI,6037.12,Paid
1216,1216,Visa,5915.79,Refunded
1217,1217,Visa,2735.18,Refunded
1218,1218,Mastercard,2655.46,Paid
1219,1219,Visa,6316.31,Paid
1220,1220,Mastercard,11702.1,Refunded
1221,1221,Visa,4818.91,Paid
1222,1222,PayPal,8904.48,Paid
1223,1223,PayPal,17536.46,Paid
1224,1224,Gift Card,13522.79,Refunded
1225,1225,PayPal,11569.41,Paid
1226,1226,Mastercard,1665.5,Paid
1227,1227,Gift Card,10239.07,Paid
1228,1228,Gift Card,1393.4,Refunded
1229,1229,Visa,1877.02,Paid
1230,1230,Mastercard,12416,Paid
1231,1231,Gift Card,1283,Refunded
1232,1232,Mastercard,11016.48,Refunded
1233,1233,UPI,9681.55,Paid
1234,1234,UPI,5132.12,Paid
1235,1235,Mastercard,3753.19,Paid
1236,1236,Mastercard,3661.92,Paid
1237,1237,UPI,5308.01,Paid
1238,1238,UPI,8201.07,Paid
1239,1239,Visa,3310.91,Paid
1240,1240,Mastercard,2276.49,Paid
1241,1241,UPI,9206.07,Paid
1242,1242,Gift Card,5711.55,Refunded
1243,1243,PayPal,3171.24,Paid
1244,1244,Visa,909.34,Refunded
1245,1245,Mastercard,9660.14,Paid
1246,1246,UPI,5268.52,Paid
1247,1247,UPI,4612.85,Paid
1248,1248,Visa,7639.64,Paid
1249,1249,Gift Card,6139.52,Paid
1250,1250,Visa,1419.1,Paid
1251,1251,PayPal,8241.49,Paid
1252,1252,Gift Card,11907.14,Paid
1253,1253,Mastercard,10908.5,Refunded
1254,1254,Visa,9415.31,Paid
1255,1255,UPI,4623.09,Paid
1256,1256,Gift Card,1306.36,Refunded
1257,1257,PayPal,6346.19,Paid
1258,1258,UPI,7090.51,Paid
1259,1259,PayPal,7708.26,Refunded
1260,1260,PayPal,9637.74,Paid
1261,1261,Visa,17606.75,Paid
1262,1262,Visa,13786.28,Paid
1263,1263,UPI,3268.37,Paid
1264,1264,UPI,7150.8,Paid
1265,1265,Visa,5836.15,Paid
1266,1266,Mastercard,8981.88,Paid
1267,1267,PayPal,4673.51,Paid
1268,1268,Visa,9049.92,Paid
1269,1269,Mastercard,4565.62,Refunded
1270,1270,PayPal,4798.71,Paid
1271,1271,UPI,5147.64,Paid
1272,1272,PayPal,8410.97,Paid
1273,1273,Gift Card,441.28,Paid
1274,1274,Gift Card,681.61,Paid
1275,1275,PayPal,3646.26,Paid
1276,1276,PayPal,3657.33,Refunded
1277,1277,UPI,7468.38,Refunded
1278,1278,Visa,13358.35,Paid
1279,1279,Visa,2851.16,Paid
1280,1280,PayPal,4245.57,Refunded
1281,1281,UPI,2280.28,Paid
1282,1282,PayPal,649.29,Refunded
1283,1283,Gift Card,2363.96,Paid
1284,1284,UPI,7122.19,Paid
1285,1285,Visa,490.95,Paid
1286,1286,PayPal,8452.22,Refunded
1287,1287,Gift Card,2294.09,Paid
1288,1288,Visa,858.14,Paid
1289,1289,Visa,6614.22,Paid
1290,1290,Gift Card,6864.76,Paid
1291,1291,PayPal,1429.88,Paid
1292,1292,Visa,2476.74,Paid
1293,1293,Mastercard,4901.55,Paid
1294,1294,Mastercard,5528.69,Refunded
1295,1295,UPI,12835.9,Paid
1296,1296,PayPal,7249.74,Paid
1297,1297,Visa,3206.02,Paid
1298,1298,PayPal,11736.45,Refunded
1299,1299,Gift Card,1431.26,Paid
1300,1300,Gift Card,5763.58,Refunded
1301,1301,Mastercard,6752.69,Paid
1302,1302,Mastercard,1267.9,Paid
1303,1303,Gift Card,5927.76,Paid
1304,1304,PayPal,3318.65,Refunded
1305,1305,PayPal,11708.91,Paid
1306,1306,Mastercard,7533.81,Paid
1307,1307,Mastercard,1403.55,Paid
1308,1308,PayPal,3251.84,Paid
1309,1309,Gift Card,983.62,Paid
1310,1310,Mastercard,6116.44,Paid
1311,1311,UPI,1793.72,Paid
1312,1312,Visa,5959.46,Paid
1313,1313,Mastercard,481,Refunded
1314,1314,UPI,6115.1,Paid
1315,1315,Visa,9065.9,Refunded
1316,1316,PayPal,1604.5,Paid
1317,1317,UPI,7034.62,Paid
1318,1318,PayPal,11781.5,Paid
1319,1319,PayPal,3063.7,Paid
1320,1320,UPI,6831.33,Paid
1321,1321,UPI,10801.06,Paid
1322,1322,Visa,10136.1,Paid
1323,1323,UPI,8093.05,Paid
1324,1324,PayPal,2794.93,Refunded
1325,1325,UPI,13923.03,Paid
1326,1326,Mastercard,8301.9,Refunded
1327,1327,UPI,928.86,Paid
1328,1328,Gift Card,17403.29,Paid
1329,1329,Mastercard,2838.92,Paid
1330,1330,Visa,11666.76,Paid
1331,1331,UPI,11184.98,Paid
1332,1332,Mastercard,790.2,Refunded
1333,1333,Visa,5461.1,Refunded
1334,1334,Visa,9677.74,Refunded
1335,1335,PayPal,4144.57,Refunded
1336,1336,Visa,3530.77,Paid
1337,1337,Mastercard,9229.92,Paid
1338,1338,PayPal,11056.08,Paid
1339,1339,Gift Card,9532.9,Paid
1340,1340,UPI,5148.62,Paid
1341,1341,Gift Card,276.31,Paid
1342,1342,PayPal,7994.69,Paid
1343,1343,Visa,4494.03,Paid
1344,1344,Visa,6242.21,Paid
1345,1345,UPI,9830.78,Paid
1346,1346,PayPal,9200.59,Paid
1347,1347,PayPal,4581.7,Refunded
1348,1348,Mastercard,1663.15,Refunded
1349,1349,Mastercard,3640.56,Paid
1350,1350,Visa,4639.03,Paid
1351,1351,Visa,18198.26,Paid
1352,1352,PayPal,7632.04,Refunded
1353,1353,UPI,278.04,Paid
1354,1354,PayPal,6083.46,Refunded
1355,1355,PayPal,4016.2,Refunded
1356,1356,Gift Card,5007.7,Paid
1357,1357,PayPal,898.71,Paid
1358,1358,Visa,11261.4,Paid
1359,1359,Visa,9730.17,Refunded
1360,1360,Visa,7657.26,Paid
1361,1361,Gift Card,8478.44,Paid
1362,1362,Gift Card,4007.18,Paid
1363,1363,PayPal,11533.21,Paid
1364,1364,UPI,1843.63,Paid
1365,1365,Visa,14402.59,Paid
1366,1366,UPI,13645.53,Refunded
1367,1367,Gift Card,1559.14,Paid
1368,1368,Gift Card,1345.76,Paid
1369,1369,Mastercard,16619.77,Paid
1370,1370,Mastercard,9357.64,Paid
1371,1371,Gift Card,5957.46,Paid
1372,1372,Mastercard,2518.96,Refunded
1373,1373,UPI,7411.94,Paid
1374,1374,Visa,396.01,Paid
1375,1375,Mastercard,9336.97,Paid
1376,1376,Visa,10750.94,Paid
1377,1377,Mastercard,2285.65,Paid
1378,1378,Visa,6307.9,Paid
1379,1379,UPI,5780.53,Paid
1380,1380,Visa,5990.23,Paid
1381,1381,UPI,3754.31,Refunded
1382,1382,Visa,3912.66,Paid
1383,1383,Gift Card,1230.53,Paid
1384,1384,Gift Card,3162.14,Paid
1385,1385,Visa,10089.53,Refunded
1386,1386,UPI,6863.53,Paid
1387,1387,Mastercard,5871.68,Paid
1388,1388,Gift Card,10142.29,Refunded
1389,1389,UPI,6535.63,Paid
1390,1390,Gift Card,6062.61,Paid
1391,1391,Mastercard,566.99,Paid
1392,1392,Gift Card,7221.73,Refunded
1393,1393,Gift Card,7459.54,Paid
1394,1394,Gift Card,3916.84,Paid
1395,1395,Visa,11803.45,Paid
1396,1396,PayPal,6273,Paid
1397,1397,UPI,9090.15,Paid
1398,1398,UPI,5092.9,Paid
1399,1399,UPI,17648.42,Paid
1400,1400,Visa,10114.1,Paid
1401,1401,Mastercard,3830.53,Paid
1402,1402,Mastercard,2072.28,Paid
1403,1403,Visa,13024.46,Refunded
1404,1404,Gift Card,600.36,Paid
1405,1405,Visa,2868.95,Paid
1406,1406,PayPal,3258.53,Paid
1407,1407,UPI,5846.07,Paid
1408,1408,Visa,4266.15,Paid
1409,1409,PayPal,15695.32,Paid
1410,1410,Mastercard,13591.41,Paid
1411,1411,Gift Card,9726.45,Paid
1412,1412,Visa,4436.15,Refunded
1413,1413,Mastercard,11943.83,Paid
1414,1414,UPI,6547.3,Paid
1415,1415,UPI,3629.18,Paid
1416,1416,Gift Card,3112.51,Paid
1417,1417,Visa,11287.29,Paid
1418,1418,UPI,289.42,Paid
1419,1419,Mastercard,4708.1,Paid
1420,1420,Visa,5323.61,Paid
1421,1421,PayPal,1539.61,Paid
1422,1422,Visa,4369.47,Paid
1423,1423,Visa,2616.07,Paid
1424,1424,UPI,4429.67,Paid
1425,1425,Gift Card,1505.75,Refunded
1426,1426,Mastercard,17232.1,Paid
1427,1427,Gift Card,577.35,Refunded
1428,1428,UPI,8237.08,Paid
1429,1429,Visa,2481.82,Paid
1430,1430,Visa,10919.31,Paid
1431,1431,Visa,6135.44,Paid
1432,1432,Mastercard,6930.35,Refunded
1433,1433,Mastercard,2487.12,Paid
1434,1434,Visa,13710.11,Refunded
1435,1435,Visa,7474.05,Paid
1436,1436,Gift Card,12977.46,Paid
1437,1437,UPI,5689.84,Paid
1438,1438,Gift Card,5330.17,Paid
1439,1439,UPI,4688.41,Paid
1440,1440,PayPal,2853.6,Paid
1441,1441,Gift Card,4962.62,Paid
1442,1442,Visa,2921.8,Refunded
1443,1443,Visa,6805.62,Refunded
1444,1444,Gift Card,4530.55,Paid
1445,1445,UPI,1892.94,Paid
1446,1446,Gift Card,5321.63,Refunded
1447,1447,PayPal,12938.95,Refunded
1448,1448,PayPal,14284.07,Refunded
1449,1449,PayPal,4289.03,Paid
1450,1450,PayPal,8968.1,Paid
1451,1451,Gift Card,13462.34,Paid
1452,1452,Gift Card,10186.51,Paid
1453,1453,Gift Card,5011.16,Paid
1454,1454,PayPal,11381.13,Paid
1455,1455,Visa,5827.35,Paid
1456,1456,UPI,1632.18,Paid
1457,1457,PayPal,10933.89,Paid
1458,1458,UPI,1609.43,Paid
1459,1459,Mastercard,2167.19,Paid
1460,1460,PayPal,4222.73,Paid
1461,1461,Gift Card,11240.49,Paid
1462,1462,Gift Card,9549.98,Paid
1463,1463,PayPal,2498.41,Paid
1464,1464,Mastercard,14858.18,Paid
1465,1465,Mastercard,6366.52,Paid
1466,1466,Gift Card,3244.03,Paid
1467,1467,UPI,3153.1,Paid
1468,1468,Gift Card,7638.22,Paid
1469,1469,Gift Card,5954.1,Paid
1470,1470,UPI,3578.64,Paid
1471,1471,PayPal,7153.46,Refunded
1472,1472,Gift Card,15196.17,Paid
1473,1473,UPI,2342.71,Paid
1474,1474,Gift Card,8333.15,Paid
1475,1475,PayPal,12705.3,Paid
1476,1476,UPI,3631.35,Paid
1477,1477,Mastercard,10509.83,Paid
1478,1478,UPI,4828.8,Refunded
1479,1479,Gift Card,2445.52,Refunded
1480,1480,Gift Card,12811.4,Paid
1481,1481,Gift Card,6105.88,Paid
1482,1482,PayPal,2207.74,Paid
1483,1483,Visa,2454.54,Paid
1484,1484,Visa,2868.21,Paid
1485,1485,Visa,2841.98,Refunded
