ProductID,ProductName,Category,SubCategory,Brand,Price,Cost,Stock
417,Adidas Item 417,Beauty,Skin,HP,897.99,583.69,237
418,Dell Item 418,Home,Furniture,Logitech,445.99,289.89,104
419,Dell Item 419,Books,Business,HP,351.99,228.79,245
420,Samsung Item 420,Beauty,Hair,Philips,653.99,425.09,32
421,LG Item 421,Electronics,Accessories,Nike,1020.99,663.64,392
422,Samsung Item 422,Books,Fiction,Apple,572.99,372.44,455
423,Sony Item 423,Beauty,Hair,HP,1494.99,971.74,476
424,Apple Item 424,Beauty,Skin,Logitech,823.99,535.59,102
425,Samsung Item 425,Electronics,Laptops,Apple,817.99,531.69,139
426,LG Item 426,Home,Kitchen,Philips,887.99,577.19,401
427,Apple Item 427,Sports,Outdoor,Sony,378.99,246.34,39
428,LG Item 428,Sports,Outdoor,Apple,160.99,104.64,294
429,Nike Item 429,Home,Kitchen,LG,940.99,611.64,152
430,Sony Item 430,Fashion,Clothing,Philips,421.99,274.29,321
431,Sony Item 431,Sports,Outdoor,Apple,124.99,81.24,347
432,Dell Item 432,Home,Kitchen,HP,423.99,275.59,117
433,Philips Item 433,Home,Furniture,Dell,834.99,542.74,46
434,Samsung Item 434,Home,Kitchen,Samsung,1392.99,905.44,23
435,HP Item 435,Fashion,Clothing,LG,214.99,139.74,64
436,Philips Item 436,Electronics,Phones,Adidas,541.99,352.29,331
437,Adidas Item 437,Electronics,Accessories,HP,257.99,167.69,91
438,LG Item 438,Fashion,Shoes,Adidas,1482.99,963.94,59
439,Logitech Item 439,Beauty,Hair,Apple,168.99,109.84,118
440,Samsung Item 440,Electronics,Phones,LG,637.99,414.69,185
441,Sony Item 441,Beauty,Skin,Philips,766.99,498.54,190
442,Adidas Item 442,Beauty,Hair,Logitech,799.99,519.99,10
443,Logitech Item 443,Home,Kitchen,Apple,941.99,612.29,452
444,Adidas Item 444,Fashion,Shoes,Sony,682.99,443.94,74
445,LG Item 445,Beauty,Skin,HP,20.99,13.64,81
446,HP Item 446,Home,Furniture,Dell,169.99,110.49,309
447,Logitech Item 447,Sports,Fitness,Samsung,1108.99,720.84,198
448,Sony Item 448,Electronics,Phones,Samsung,420.99,273.64,489
449,Dell Item 449,Home,Furniture,Logitech,634.99,412.74,498
450,Adidas Item 450,Fashion,Shoes,Nike,670.99,436.14,472
451,Samsung Item 451,Fashion,Clothing,HP,1029.99,669.49,415
452,HP Item 452,Sports,Outdoor,Adidas,364.99,237.24,482
453,Nike Item 453,Sports,Fitness,Adidas,351.99,228.79,440
454,Sony Item 454,Home,Kitchen,Adidas,499.99,324.99,333
455,Logitech Item 455,Electronics,Laptops,Logitech,1465.99,952.89,494
456,Logitech Item 456,Electronics,Accessories,Sony,1330.99,865.14,233
457,Adidas Item 457,Home,Furniture,Nike,929.99,604.49,397
458,Samsung Item 458,Sports,Fitness,Dell,449.99,292.49,20
459,Adidas Item 459,Books,Fiction,Logitech,868.99,564.84,133
460,Samsung Item 460,Electronics,Accessories,Dell,1118.99,727.34,21
461,Nike Item 461,Beauty,Hair,Logitech,345.99,224.89,45
462,HP Item 462,Electronics,Phones,Adidas,30.99,20.14,385
463,Logitech Item 463,Sports,Outdoor,Samsung,1279.99,831.99,104
464,Nike Item 464,Books,Fiction,HP,820.99,533.64,128
465,Adidas Item 465,Fashion,Shoes,Sony,1287.99,837.19,466
466,LG Item 466,Electronics,Phones,Nike,796.99,518.04,97
467,LG Item 467,Home,Furniture,Philips,827.99,538.19,83
468,Adidas Item 468,Books,Fiction,Apple,757.99,492.69,101
469,Philips Item 469,Sports,Fitness,Sony,489.99,318.49,97
470,LG Item 470,Home,Furniture,Adidas,203.99,132.59,51
471,Logitech Item 471,Books,Fiction,HP,873.99,568.09,257
472,Adidas Item 472,Books,Business,Philips,393.99,256.09,412
473,Dell Item 473,Home,Kitchen,Samsung,1377.99,895.69,89
474,Samsung Item 474,Sports,Fitness,Dell,500.99,325.64,228
475,Dell Item 475,Beauty,Skin,Logitech,1263.99,821.59,127
476,Samsung Item 476,Fashion,Shoes,Logitech,732.99,476.44,326
477,Adidas Item 477,Home,Kitchen,Nike,1192.99,775.44,159
478,Adidas Item 478,Beauty,Hair,HP,296.99,193.04,494
479,Logitech Item 479,Fashion,Shoes,HP,1129.99,734.49,259
480,Apple Item 480,Sports,Outdoor,Apple,833.99,542.09,435
481,Nike Item 481,Home,Kitchen,LG,413.99,269.09,196
482,Dell Item 482,Electronics,Laptops,Apple,774.99,503.74,328
483,Apple Item 483,Home,Furniture,Nike,897.99,583.69,14
484,LG Item 484,Books,Fiction,Nike,622.99,404.94,468
485,Logitech Item 485,Sports,Outdoor,Sony,875.99,569.39,386
486,Samsung Item 486,Sports,Fitness,Apple,220.99,143.64,225
487,Sony Item 487,Sports,Fitness,Dell,417.99,271.69,291
488,Dell Item 488,Books,Fiction,Nike,732.99,476.44,341
489,HP Item 489,Beauty,Hair,Samsung,800.99,520.64,42
490,Adidas Item 490,Sports,Fitness,Logitech,968.99,629.84,424
491,Philips Item 491,Beauty,Skin,Logitech,891.99,579.79,225
492,Nike Item 492,Electronics,Accessories,HP,494.99,321.74,30
493,Dell Item 493,Home,Furniture,LG,451.99,293.79,206
494,Sony Item 494,Fashion,Shoes,Adidas,1384.99,900.24,139
495,Logitech Item 495,Home,Kitchen,HP,974.99,633.74,26
496,Philips Item 496,Sports,Fitness,LG,484.99,315.24,353
497,Logitech Item 497,Sports,Outdoor,Adidas,681.99,443.29,249
498,Dell Item 498,Beauty,Hair,Logitech,525.99,341.89,307
499,Philips Item 499,Sports,Fitness,LG,1078.99,701.34,417
500,Adidas Item 500,Fashion,Shoes,Adidas,835.99,543.39,453
