ReturnID,OrderID,ProductID,Reason,RefundAmount
774,3825,234,No Longer Needed,1249.64
775,3825,115,No Longer Needed,533.62
776,3832,127,Damaged,4669.45
777,3835,100,No Longer Needed,804.14
778,3860,370,Damaged,5192.6
779,3861,17,Wrong Item,559.43
780,3862,34,Damaged,139.51
781,3865,177,Wrong Item,5068.4
782,3868,149,No Longer Needed,3881.27
783,3868,269,Damaged,3090.92
784,3868,145,Damaged,887.48
785,3881,492,No Longer Needed,2031.44
786,3898,40,Damaged,1560.51
787,3898,480,No Longer Needed,900.71
788,3902,297,Wrong Item,2993.57
789,3902,308,No Longer Needed,4171.36
790,3902,265,No Longer Needed,1867.28
791,3903,267,Damaged,1233.24
792,3912,70,Damaged,980.62
793,3915,188,No Longer Needed,4143.93
794,3916,340,No Longer Needed,4004.61
795,3943,494,Damaged,5085.69
796,3943,99,No Longer Needed,4376.88
797,3949,50,Damaged,5307.08
798,3949,386,No Longer Needed,325.07
799,3949,480,No Longer Needed,900.71
800,3965,101,Wrong Item,5725.04
801,3965,357,No Longer Needed,520.55
802,3965,73,No Longer Needed,3340.41
803,3967,91,Damaged,2902.68
804,3967,428,No Longer Needed,443.36
805,3967,231,Wrong Item,500.64
806,3969,413,Wrong Item,1453.83
807,3969,84,Wrong Item,767.4
808,3969,363,Wrong Item,4639.64
809,3976,230,No Longer Needed,1608.31
810,3981,483,No Longer Needed,824.35
811,3981,160,Wrong Item,1306.09
812,3988,355,Damaged,178.81
813,3988,413,No Longer Needed,3060.7
814,3998,344,Damaged,2437.74
815,4001,199,Wrong Item,905.95
816,4001,375,Damaged,585.35
817,4014,195,Damaged,1727.74
818,4017,296,Damaged,217.47
819,4021,289,Wrong Item,3245.48
820,4021,22,No Longer Needed,3776.67
821,4023,494,No Longer Needed,5684
822,4027,196,Wrong Item,714.07
823,4027,424,No Longer Needed,756.42
824,4027,94,Wrong Item,849.52
825,4030,384,Damaged,825.27
826,4051,52,No Longer Needed,1312.17
827,4051,92,Wrong Item,2187.41
828,4079,408,No Longer Needed,872.08
829,4083,34,Wrong Item,249.66
830,4083,281,No Longer Needed,3533.51
831,4091,78,Damaged,5742.53
832,4091,353,No Longer Needed,320.09
833,4091,281,Damaged,4215.42
834,4092,307,Damaged,1469.87
835,4126,279,Damaged,836.18
836,4126,446,No Longer Needed,495.69
837,4130,304,Damaged,388.77
838,4130,187,Wrong Item,2559.58
839,4134,304,No Longer Needed,233.26
840,4134,256,Damaged,1539.61
841,4136,318,No Longer Needed,617.63
842,4136,108,Damaged,4351.29
843,4139,349,No Longer Needed,32.39
844,4139,343,No Longer Needed,2459.13
845,4152,268,Wrong Item,2258.26
846,4178,102,Wrong Item,2550.61
847,4181,315,Damaged,1566.09
848,4181,378,Wrong Item,2683.99
849,4197,193,Wrong Item,946.72
850,4198,96,No Longer Needed,1002.43
851,4204,258,Wrong Item,855.65
852,4204,54,No Longer Needed,1333.56
853,4206,48,Damaged,2481.82
854,4206,426,Damaged,815.17
855,4206,356,No Longer Needed,639.55
856,4214,383,Damaged,1920.22
857,4214,257,No Longer Needed,3706.53
858,4214,360,Wrong Item,749.07
859,4225,260,Wrong Item,326.15
860,4236,277,Wrong Item,1233.44
861,4236,325,Wrong Item,2052.82
862,4236,182,No Longer Needed,745.51
863,4242,57,Damaged,1696.43
864,4242,3,Wrong Item,2595.21
865,4243,11,Wrong Item,4685.01
866,4250,11,Wrong Item,5622.01
867,4255,111,No Longer Needed,1100.26
868,4261,173,Wrong Item,1991.6
869,4268,487,Damaged,812.57
870,4277,468,Wrong Item,3274.52
871,4283,24,No Longer Needed,1446.29
872,4300,166,Wrong Item,482.09
873,4318,193,Damaged,3576.5
874,4330,478,No Longer Needed,641.5
875,4332,146,Damaged,110.76
876,4336,27,Wrong Item,2172.87
877,4356,297,No Longer Needed,2113.11
878,4381,222,Wrong Item,4626.69
879,4400,108,Damaged,2303.62
880,4420,332,Damaged,1241.23
881,4430,64,Wrong Item,2126.69
882,4430,185,Wrong Item,546.46
883,4430,132,Wrong Item,669.21
884,4430,265,No Longer Needed,884.5
885,4439,252,Wrong Item,823.44
886,4440,418,Damaged,867
887,4442,203,Damaged,1072.43
888,4455,364,No Longer Needed,2982.55
889,4461,165,No Longer Needed,2170.99
890,4461,489,Damaged,3460.28
891,4473,232,Wrong Item,1947.87
892,4481,166,No Longer Needed,763.31
893,4481,39,Damaged,5811.22
894,4489,144,No Longer Needed,563.74
895,4501,455,Wrong Item,6333.08
896,4505,143,No Longer Needed,1196.62
897,4514,416,Damaged,456.56
898,4514,58,Damaged,1293.45
899,4514,283,Wrong Item,58.74
900,4514,267,No Longer Needed,3505
901,4520,219,Wrong Item,2151.98
902,4526,443,Wrong Item,2746.84
903,4527,441,Wrong Item,1491.03
904,4527,18,Damaged,3211.45
905,4529,330,Wrong Item,769.81
906,4529,476,Wrong Item,2018.65
907,4537,345,Damaged,4846.78
908,4537,424,No Longer Needed,3381.65
909,4544,450,No Longer Needed,2753.74
910,4549,380,Damaged,2915.98
911,4549,291,Damaged,3053.02
912,4551,86,No Longer Needed,313.92
913,4552,402,Wrong Item,2345.73
914,4558,380,No Longer Needed,3717.87
915,4561,92,Damaged,1036.14
916,4563,425,Damaged,3003.66
917,4571,192,Damaged,354.33
918,4576,235,Damaged,2396.93
919,4583,169,Damaged,2939.29
920,4587,324,Wrong Item,440.61
921,4597,376,Wrong Item,375.48
922,4597,314,No Longer Needed,164.15
923,4597,315,Damaged,3316.42
924,4600,63,No Longer Needed,1238.37
925,4603,472,Wrong Item,1531.83
926,4614,411,Wrong Item,1265.05
927,4614,96,Wrong Item,1592.1
928,4614,206,Damaged,3720.78
929,4614,267,Damaged,1103.43
930,4627,306,Wrong Item,864.91
931,4627,367,Damaged,771.1
932,4646,258,Wrong Item,255.19
933,4666,248,Wrong Item,2477.76
934,4666,334,No Longer Needed,1743.74
935,4674,193,Wrong Item,2997.94
936,4682,378,Wrong Item,5085.46
937,4682,141,Wrong Item,2409.03
938,4705,180,Damaged,638.59
939,4705,310,No Longer Needed,5008.58
940,4707,429,No Longer Needed,4065.08
941,4707,156,No Longer Needed,2657.43
942,4712,63,Damaged,1108.02
943,4712,139,Damaged,3712.04
944,4714,369,No Longer Needed,1213.59
945,4714,436,No Longer Needed,556.08
946,4715,417,Damaged,1939.66
947,4715,193,Wrong Item,2682.36
948,4718,156,Wrong Item,1328.71
949,4720,181,Wrong Item,359.63
950,4720,33,No Longer Needed,3398.73
951,4722,168,Damaged,754.25
952,4739,24,No Longer Needed,381.66
953,4739,221,Damaged,4452.8
954,4741,156,No Longer Needed,1254.9
955,4742,438,No Longer Needed,1441.47
956,4742,158,Damaged,5030.61
957,4742,226,No Longer Needed,1084.71
958,4742,343,Damaged,1557.45
959,4749,61,Wrong Item,381.96
960,4749,229,Wrong Item,1883.7
961,4762,40,No Longer Needed,547.55
962,4762,43,Damaged,824.23
963,4768,126,Damaged,2730.11
964,4784,445,Wrong Item,64.61
965,4784,233,Wrong Item,390.71
966,4784,7,Wrong Item,2992.65
967,4791,36,No Longer Needed,2294.97
968,4791,397,Damaged,583.84
969,4795,248,Damaged,3303.68
970,4802,184,No Longer Needed,820.67
971,4813,490,Damaged,3558.14
972,4819,161,No Longer Needed,5388.73
973,4822,292,No Longer Needed,3530.26
974,4822,439,No Longer Needed,164.26
975,4825,9,No Longer Needed,871.87
976,4825,182,No Longer Needed,2236.54
977,4828,106,Wrong Item,279.05
978,4828,10,Damaged,2384.6
979,4844,82,No Longer Needed,3315.99
980,4881,239,Wrong Item,520.95
981,4881,215,Damaged,2522.63
982,4885,87,Wrong Item,1481.53
983,4893,494,No Longer Needed,1271.42
984,4893,197,Damaged,1283.02
985,4900,406,No Longer Needed,3100.97
986,4902,403,Wrong Item,3287.48
987,4912,376,Damaged,223.97
988,4992,430,Damaged,1162.16
